dataset_index,label,prompt
1709,Diabetic Retinopathy,"The fundus image reveals a mosaic of microaneurysms, soft and hard exudates, and meridional blot hemorrhages in quadrant II, consistent with moderate to severe non-proliferative diabetic retinopathy, accompanied by mild neovascularization at the superotemporal disc margin. This advanced glycemic toxicity-mediated endothelial dysfunction and vascular fragility increase the risk of sight-threatening complications, including macular edema and retinal detachment, necessitating immediate anti-VEGF therapy and intensified glycemic control to mitigate ischemic response and vascular proliferation."
1710,Diabetic Retinopathy,"This 2004×1690 RGB fundus image shows classic features of proliferative diabetic retinopathy, including neovascularization (e.g., capillary non-occlusion with aberrant vessel growth), hemorrhages, and dot-and-blot hemorrhages. Severe retinal ischemia and tractional detachment are evident, suggesting advanced disease requiring urgent therapeutic intervention."
1711,Diabetic Retinopathy,"Prominent microaneurysms and intraretinal hemorrhages in the right retina, exudative deposits adjacent to the macula, and focal vascular tortuosity. Early diabetic macular edema (DME) is present. Moderate nonproliferative diabetic retinopathy."
1712,Diabetic Retinopathy,"Diabetic Retinopathy is characterized by microaneurysms, hemorrhages, and exudative changes in the peripheral and mid-peripheral retina, with cotton wool spots localized to the posterior pole and subtle neovascular tufts along the venous arcade in the macula, consistent with moderate NPDR."
1713,Diabetic Retinopathy,"The fundus image reveals multiple cotton wool spots and soft exudates scattered across the retinal layers, with arteriolar narrowing and microaneurysms indicative of moderate non-proliferative diabetic retinopathy affecting the macular and peripheral arterioles. Posterior pole edema and hemorrhagic changes are suggestive of underlying vascular compromise and metabolic dysregulation."
1714,Diabetic Retinopathy,"Findings consistent with Diabetic Retinopathy, including multiple microaneurysms, dot-and-blot hemorrhages, and scattered exudates in the posterior pole. Indicative of moderate non-proliferative disease, requiring close monitoring to mitigate risks of vision loss or progression to proliferative stages."
1715,Diabetic Retinopathy,"Diabetic Retinopathy (DR) is confirmed, with severe non-proliferative features including microaneurysms, dot hemorrhages, and cotton wool spots diffusely involving the peripheral retina. Early peripheral vascular beading and microaneurysms at the venous confluence suggest impending progression toward proliferative phase."
1716,Diabetic Retinopathy,"The fundus reveals diffuse microvascular leakage with scattered hemorrhages and soft exudates, consistent with non-proliferative diabetic retinopathy (NPDR), along with focal neovascularization suggesting early proliferative changes."
1717,Diabetic Retinopathy,"The retinal fundus image demonstrates classic findings of diabetic retinopathy, including scattered microaneurysms with hemorrhages (dot-blot hemorrhages), focal retinal whitening from hard exudates, and subtle intraretinal microvascular proliferation. The progressive vascular changes suggest moderate non-proliferative disease with early signs of neovascularization risk."
1718,Diabetic Retinopathy,"The fundus examination reveals mild-to-moderate diabetic retinopathy, characterized by scattered microaneurysms, soft exudates, and early vascular changes. No signs of proliferative disease or macular edema are evident. Management should focus on glycemic control and regular ophthalmologic monitoring."
1719,Diabetic Retinopathy,"Fundus image demonstrates diabetic retinopathy characterized by microaneurysms, scattered retinal hemorrhages, and hard exudates, with notable cotton wool spots in the parafoveal region. Assessment reveals moderate non-proliferative disease based on the extent of vascular changes. Clinical implication: High risk for vision loss requires timely therapeutic intervention."
1720,Diabetic Retinopathy,"The fundus image reveals diabetic retinopathy with microaneurysms, dot/blot hemorrhages, and non-central cotton wool spots in the macula, indicating moderate non-proliferative disease. These vascular and ischemic changes signal high risk for severe vision loss due to proliferative progression or macular edema if left unmanaged."
1721,Diabetic Retinopathy,"The fundus photograph demonstrates classic features of diabetic retinopathy, including peripapillary microaneurysms, dot and blot hemorrhages, and mild to moderate retinal thickening in the posterior pole, consistent with non-proliferative diabetic retinopathy stage II."
1722,Diabetic Retinopathy,"The fundus photograph demonstrates characteristic diabetic retinopathy features, including retinal hemorrhages, microaneurysms, and focal vascular abnormalities, consistent with non-proliferative disease. Evidence of retinal ischemia and venous dilatation supports the diagnosis of moderate-severe diabetic retinopathy."
1723,Diabetic Retinopathy,"The fundus image reveals diabetic retinopathy characterized by nonproliferative manifestations, including multiple microaneurysms, scattered cotton wool spots, and intraretinal hemorrhages. Early vascular compromise is evident with subtle capillary network irregularities and baseline anatomical changes, aligning with moderate-severe nonproliferative disease progression."
1724,Diabetic Retinopathy,"Exudative diabetic retinopathy is evident, characterized by microaneurysms, cluster hemorrhages, and subretinal exudates. Neovascularization suggests proliferative disease."
1725,Diabetic Retinopathy,"Fundus evaluation reveals microaneurysms, intraretinal hemorrhages, and cotton wool spots—classic hallmarks of diabetic retinopathy. The findings suggest active disease progression, with potential neovascularization if glycemic control remains inadequate."
1726,Diabetic Retinopathy,"The retinal fundus image reveals extensive diabetic retinopathy (DR) with advanced changes, including widespread microaneurysms, dot and blot hemorrhages, and intraretinal/exudative hemorrhages. Angular intraretinal microvascular abnormalities (IRMA) and neovascularization in the posterior pole are evident, with a detached vitreomacular interface and sugary cotton wool spots indicating ischemia. Mild cystic macular edema with disrupted intraretinal architecture and hemorrhagic maculopathy suggests tractional retinal detachment."
1727,Diabetic Retinopathy,"The fundus image demonstrates diabetic retinopathy with proliferative changes, characterized by neovascularization on the disc margin, intraretinal microvascular abnormalities, and probable tractional retinal detachment in the upper posterior pole. These findings indicate advanced disease (PDR stage) requiring urgent ophthalmologic intervention to prevent vision-threatening complications such as vitreous hemorrhage or blindness."
1728,Diabetic Retinopathy,"The retinal fundus image demonstrates moderate diabetic retinopathy characterized by multiple microaneurysms (40–70 μm) with hemorrhages and venous beading, predominantly in the posterior pole, accompanied by focal hard exudates and a cotton-wool spot in the macula, consistent with zone II-IV disease severity."
